location,total_sqft,bath,bhk,price,price_per_sqft
Renton,1000,1.0,2,231500,231.5
Federal Way,2080,2.5,3,300000,144.23076923076923
North Bend,2500,2.5,4,545000,218.0
Seattle,1050,1.0,3,350000,333.3333333333333
Redmond,1620,1.75,3,467100,288.3333333333333
Kent,1610,1.0,3,180000,111.80124223602485
Seattle,2130,1.5,4,749000,351.6431924882629
Federal Way,1460,2.5,3,245000,167.8082191780822
Kent,1600,1.0,5,260000,162.5
Seattle,1730,3.0,3,490000,283.2369942196532
Sammamish,2280,2.5,4,565000,247.80701754385964
Renton,2430,2.25,4,330000,135.80246913580248
Renton,1380,1.0,3,295000,213.768115942029
Seattle,1790,1.5,3,725000,405.02793296089385
Bellevue,3370,2.5,4,1140000,338.27893175074183
Seattle,2920,2.25,3,680000,232.87671232876713
Seattle,2180,1.0,2,490000,224.77064220183487
Seattle,1480,1.75,3,635000,429.05405405405406
Enumclaw,2350,2.5,3,750000,319.1489361702128
Federal Way,2440,2.25,4,330000,135.24590163934425
Seattle,1350,2.5,3,270000,200.0
Renton,1970,2.25,3,340000,172.58883248730965
Seattle,1110,0.75,3,413252,372.2990990990991
Kenmore,2950,2.75,4,600000,203.38983050847457
Sammamish,2970,3.0,5,726888,244.74343434343433
Seattle,720,1.0,2,285000,395.8333333333333
Seattle,770,1.0,2,365000,474.02597402597405
Seattle,1650,2.0,4,295000,178.78787878787878
Kirkland,1620,2.25,3,460000,283.95061728395063
Seattle,1510,1.5,3,230000,152.31788079470198
Seattle,1070,1.0,3,337000,314.95327102803736
Seattle,1010,1.0,3,300000,297.029702970297
Seattle,3370,2.5,4,2300000,682.4925816023739
Maple Valley,2000,2.5,4,360000,180.0
Issaquah,2060,2.5,3,585000,283.9805825242718
Federal Way,1740,2.25,3,182700,105.0
Federal Way,1740,2.25,3,305000,175.28735632183907
Renton,1880,2.5,3,309950,164.86702127659575
Kirkland,960,1.0,3,550000,572.9166666666666
Sammamish,3280,2.5,3,825000,251.52439024390245
Seattle,1570,1.0,2,998500,635.9872611464968
Sammamish,2990,2.5,4,644500,215.55183946488293
Renton,1250,2.0,3,320000,256.0
Kent,1920,2.5,3,266950,139.03645833333334
Redmond,2470,2.5,4,633100,256.3157894736842
Seattle,960,1.0,2,395000,411.4583333333333
Seattle,940,1.0,3,259250,275.79787234042556
Carnation,1260,1.0,3,300000,238.0952380952381
Auburn,2280,1.75,3,413000,181.140350877193
Seattle,1740,2.25,3,435000,250.0
Woodinville,2630,2.75,4,500000,190.11406844106463
Seattle,2430,1.75,4,402000,165.4320987654321
Vashon,2260,2.5,3,777700,344.11504424778764
Seattle,1220,1.5,2,580000,475.40983606557376
Woodinville,2580,1.75,3,570000,220.93023255813952
Seattle,730,1.0,2,174950,239.65753424657535
Seattle,760,1.0,2,300000,394.7368421052632
Seattle,1740,1.5,3,435000,250.0
Sammamish,3420,2.5,4,840000,245.6140350877193
Seattle,2240,2.5,5,469000,209.375
Seattle,1920,1.75,4,870000,453.125
Redmond,2020,1.75,4,532000,263.36633663366337
Seattle,1880,1.5,4,455000,242.0212765957447
Duvall,1010,1.0,3,201000,199.009900990099
Kent,3990,3.25,5,649000,162.65664160401002
Seattle,1390,1.75,2,445500,320.50359712230215
Redmond,1230,2.0,3,475000,386.1788617886179
Woodinville,2940,2.5,4,590000,200.68027210884352
Seattle,2190,1.5,4,565000,257.9908675799087
Seattle,640,1.0,1,110000,171.875
Seattle,1670,2.5,3,375000,224.55089820359282
Renton,1240,1.5,3,255000,205.6451612903226
Seattle,1850,1.75,5,315000,170.27027027027026
Bellevue,2020,2.25,4,496600,245.84158415841586
Seattle,1020,1.0,3,380000,372.54901960784315
Kent,1610,1.75,3,338950,210.527950310559
Issaquah,2730,3.5,5,542500,198.71794871794873
Seattle,2840,2.5,5,739000,260.2112676056338
Seattle,1290,1.75,4,549000,425.5813953488372
Kent,1670,2.25,3,252000,150.89820359281438
Bellevue,3860,4.5,4,1700000,440.4145077720207
Seattle,2460,1.75,4,735000,298.780487804878
Seattle,1660,2.5,4,270000,162.65060240963857
Seattle,3420,2.5,3,2250000,657.8947368421053
Carnation,1010,1.0,2,155000,153.46534653465346
Seattle,2240,2.5,4,469000,209.375
Seattle,2340,2.25,4,305000,130.34188034188034
Seattle,1920,1.75,3,675000,351.5625
Seattle,2460,2.5,3,931000,378.4552845528455
Seattle,1470,1.0,3,385000,261.9047619047619
Sammamish,3400,2.5,3,815000,239.7058823529412
Kirkland,1910,2.25,3,531000,278.0104712041885
Seattle,1400,1.0,4,386500,276.07142857142856
Sammamish,1520,1.75,3,475580,312.88157894736844
Seattle,930,1.0,2,358000,384.9462365591398
Seattle,2340,1.0,5,677500,289.52991452991455
Renton,2920,2.5,3,868500,297.43150684931504
Bellevue,1270,1.75,3,599380,471.9527559055118
Sammamish,2450,2.25,4,712000,290.61224489795916
Seattle,1380,1.75,5,350000,253.6231884057971
Seattle,2520,2.0,4,875000,347.22222222222223
Renton,2290,2.25,3,365000,159.3886462882096
Seattle,1660,2.0,4,452000,272.28915662650604
Bellevue,2800,2.75,3,915000,326.7857142857143
Redmond,1690,2.5,3,482500,285.50295857988164
Seattle,1180,1.0,3,425000,360.1694915254237
Seattle,1390,1.75,2,460000,330.9352517985611
Seattle,2320,2.0,4,666570,287.3146551724138
Kent,2270,2.25,3,390000,171.80616740088107
Bellevue,2640,1.75,4,650000,246.21212121212122
Enumclaw,1680,2.0,3,305000,181.54761904761904
Seattle,990,1.0,3,250000,252.5252525252525
Renton,2770,2.5,4,438800,158.4115523465704
Seattle,950,1.0,2,290000,305.2631578947368
Renton,2160,2.0,4,324950,150.4398148148148
Seattle,1650,2.5,3,453000,274.54545454545456
Seattle,1800,1.0,3,556000,308.8888888888889
North Bend,1660,2.0,3,315000,189.75903614457832
Bothell,1870,2.5,3,445830,238.41176470588235
Seattle,3220,3.5,3,1260000,391.30434782608694
Maple Valley,1850,3.0,3,287200,155.24324324324326
Seattle,1580,1.5,4,525000,332.27848101265823
Kirkland,4590,4.25,4,1140000,248.36601307189542
Renton,2700,1.75,3,381000,141.11111111111111
Seattle,1020,1.75,3,360000,352.94117647058823
Seattle,2950,3.5,5,619000,209.83050847457628
Maple Valley,1780,1.75,2,535000,300.561797752809
Seattle,710,1.0,2,402000,566.1971830985915
Renton,4300,3.5,4,600000,139.53488372093022
Seattle,2080,2.5,3,549950,264.39903846153845
Seattle,2360,2.0,4,300000,127.11864406779661
Renton,2210,2.0,6,360000,162.89592760180994
Seattle,4340,3.25,7,419000,96.54377880184332
Seattle,1320,3.0,3,510000,386.3636363636364
Enumclaw,1980,2.5,3,319950,161.5909090909091
Maple Valley,3960,5.0,5,1180000,297.979797979798
Renton,2130,2.5,4,381000,178.8732394366197
Kent,1720,2.5,3,256900,149.36046511627907
Kent,1790,1.0,5,346000,193.29608938547486
Redmond,1390,2.25,2,465000,334.53237410071944
Issaquah,1900,2.0,3,545000,286.8421052631579
Seattle,1640,1.75,2,516000,314.6341463414634
Seattle,2700,2.5,4,550000,203.7037037037037
Kent,2200,2.25,4,339950,154.52272727272728
Seattle,1310,1.0,3,417000,318.3206106870229
Seattle,2480,2.5,4,906000,365.3225806451613
Mercer Island,3010,2.25,4,980000,325.5813953488372
Renton,2450,2.5,4,555000,226.53061224489795
Kirkland,1250,1.75,2,468000,374.4
Enumclaw,2610,1.75,3,378000,144.82758620689654
Renton,2010,2.5,4,430000,213.93034825870646
Issaquah,3120,2.5,4,730100,234.00641025641025
Seattle,1370,1.5,4,219000,159.85401459854015
Sammamish,2420,2.5,3,570000,235.53719008264463
Kent,1500,2.75,4,262500,175.0
Duvall,2630,2.5,5,525000,199.61977186311788
Seattle,950,1.0,2,520000,547.3684210526316
Renton,2680,3.0,3,417400,155.7462686567164
Issaquah,3680,3.25,4,788000,214.1304347826087
Renton,1270,1.0,3,320000,251.96850393700788
Seattle,2330,1.0,6,950000,407.725321888412
Seattle,960,1.0,3,255000,265.625
Federal Way,1990,2.5,4,260000,130.6532663316583
Seattle,1450,1.0,3,394000,271.7241379310345
Woodinville,2280,2.5,4,575000,252.19298245614036
Seattle,1830,2.25,4,1250000,683.0601092896175
Bothell,1650,2.25,3,385000,233.33333333333334
Auburn,2720,2.75,5,456000,167.64705882352942
Seattle,1710,2.5,4,637000,372.51461988304095
Bellevue,1420,1.5,5,485000,341.5492957746479
Seattle,1440,1.75,3,315275,218.94097222222223
Renton,1280,1.5,2,252500,197.265625
Issaquah,1320,1.0,2,240000,181.8181818181818
Seattle,2560,2.5,4,790000,308.59375
Seattle,1480,1.0,3,310000,209.45945945945945
Seattle,2960,2.5,4,1250000,422.2972972972973
Seattle,1160,1.0,2,425000,366.37931034482756
Woodinville,2110,2.5,3,548000,259.7156398104265
Issaquah,1650,2.5,3,379880,230.23030303030302
Sammamish,1950,2.5,3,530000,271.79487179487177
Issaquah,2600,2.25,3,695000,267.3076923076923
Seattle,1270,1.0,3,435000,342.5196850393701
Redmond,1300,1.75,3,540000,415.38461538461536
Woodinville,1790,2.25,3,425000,237.43016759776538
Seattle,1930,2.5,3,490000,253.8860103626943
Seattle,1200,1.0,4,220000,183.33333333333334
Kirkland,2050,2.5,4,540000,263.4146341463415
Seattle,1710,1.0,3,670000,391.812865497076
Bellevue,2130,1.75,3,667500,313.38028169014086
Seattle,1700,3.5,3,585000,344.11764705882354
Carnation,1390,1.5,3,225000,161.8705035971223
Bellevue,1230,1.0,3,375000,304.8780487804878
Seattle,1490,2.0,3,335000,224.83221476510067
Seattle,2440,3.25,5,680000,278.6885245901639
Seattle,970,1.0,3,600000,618.5567010309278
Seattle,1700,2.0,4,161000,94.70588235294117
Seattle,1700,2.0,4,220000,129.41176470588235
Duvall,1720,1.75,3,420000,244.1860465116279
Seattle,1400,1.0,3,710000,507.14285714285717
Seattle,2570,2.5,4,626000,243.57976653696497
Seattle,1200,1.5,3,279500,232.91666666666666
Mercer Island,4390,3.5,4,1610000,366.74259681093395
Seattle,1080,1.0,2,325000,300.9259259259259
Renton,1860,2.25,4,380000,204.30107526881721
Bothell,2150,2.75,4,470000,218.6046511627907
Renton,2250,3.0,4,363000,161.33333333333334
Federal Way,2050,2.25,4,245000,119.51219512195122
Seattle,1010,1.0,3,525000,519.8019801980198
Bellevue,5850,3.5,5,1700000,290.5982905982906
Seattle,1900,2.25,4,658500,346.57894736842104
Seattle,1020,1.0,2,680000,666.6666666666666
Woodinville,3390,2.0,4,835000,246.3126843657817
Seattle,1990,2.5,4,595000,298.99497487437185
Maple Valley,3190,2.5,4,419000,131.34796238244513
Kent,1210,1.0,2,198900,164.3801652892562
Woodinville,3740,3.25,4,1090000,291.4438502673797
Sammamish,2150,3.5,3,500000,232.5581395348837
Seattle,2440,1.75,4,575000,235.65573770491804
Seattle,1230,1.5,2,324950,264.1869918699187
Seattle,2740,2.5,3,259000,94.52554744525547
Bothell,2260,2.0,2,551000,243.8053097345133
Seattle,1000,1.5,2,488000,488.0
Redmond,2350,2.25,4,635000,270.21276595744683
Kent,2300,2.5,3,395000,171.7391304347826
Seattle,1440,1.0,3,370000,256.94444444444446
Seattle,2780,3.0,4,675000,242.80575539568346
Seattle,1200,1.0,3,402000,335.0
Kirkland,3040,2.75,3,825000,271.38157894736844
Maple Valley,2660,2.75,3,579000,217.66917293233084
Seattle,1510,2.0,5,455000,301.3245033112583
Auburn,1780,2.5,3,265000,148.87640449438203
Bellevue,2920,2.75,5,713500,244.34931506849315
Renton,1550,1.0,3,240000,154.83870967741936
Enumclaw,2710,3.0,4,570000,210.3321033210332
Issaquah,1140,1.0,3,243800,213.859649122807
Seattle,940,1.0,2,543000,577.6595744680851
Seattle,2160,2.25,3,1010000,467.5925925925926
Sammamish,2470,2.25,4,625000,253.03643724696357
Maple Valley,2800,2.5,4,459950,164.26785714285714
Maple Valley,2420,2.75,4,370000,152.89256198347107
Seattle,1460,2.0,4,150000,102.73972602739725
Seattle,1820,1.5,3,683500,375.54945054945057
Seattle,1520,2.5,3,499950,328.9144736842105
Seattle,1320,1.0,2,255000,193.1818181818182
Kent,1920,2.5,3,279000,145.3125
Seattle,2640,3.0,5,910000,344.6969696969697
Seattle,2650,2.5,4,699000,263.77358490566036
Medina,3640,3.25,4,1650000,453.2967032967033
Kent,1420,1.0,3,248000,174.64788732394365
Auburn,1540,1.0,3,429000,278.57142857142856
Seattle,1550,1.0,4,685000,441.93548387096774
Seattle,730,1.0,2,316000,432.8767123287671
Seattle,2020,1.0,2,410000,202.97029702970298
North Bend,1200,1.0,3,299000,249.16666666666666
Seattle,1240,1.0,2,559000,450.80645161290323
Issaquah,2680,2.25,3,575000,214.55223880597015
Seattle,1640,2.5,3,602000,367.0731707317073
Seattle,1640,2.0,4,492000,300.0
Maple Valley,1610,2.5,3,293500,182.29813664596273
Renton,2290,2.75,3,481000,210.04366812227073
Renton,2130,2.25,4,311100,146.05633802816902
Carnation,2140,1.75,3,375000,175.2336448598131
North Bend,4020,3.0,3,1080000,268.65671641791045
Redmond,2030,2.5,5,500000,246.30541871921181
Seattle,1380,1.0,3,553000,400.72463768115944
Seattle,1780,2.0,3,760000,426.96629213483146
Seattle,1440,1.5,4,589500,409.375
Seattle,2790,2.75,5,840000,301.0752688172043
Seattle,4190,3.0,4,2550000,608.5918854415274
Bellevue,3870,2.5,3,1280000,330.74935400516796
Renton,1850,2.5,3,260000,140.54054054054055
Seattle,1550,2.25,3,430000,277.4193548387097
Seattle,1920,2.5,3,781000,406.7708333333333
Seattle,790,1.0,2,280000,354.43037974683546
Seattle,3740,2.25,5,392000,104.81283422459893
Bellevue,1340,1.5,3,466200,347.910447761194
Seattle,1620,1.75,3,641000,395.679012345679
Seattle,1680,1.0,3,350000,208.33333333333334
Issaquah,1610,2.0,3,450000,279.5031055900621
Medina,4460,3.5,4,1800000,403.58744394618833
Renton,1200,1.5,3,185000,154.16666666666666
Renton,1250,1.0,2,290000,232.0
Sammamish,3630,2.5,3,964000,265.56473829201104
Mercer Island,4260,3.0,4,2000000,469.4835680751174
Sammamish,2180,2.5,3,545000,250.0
Kirkland,1760,2.25,3,609950,346.5625
Seattle,1820,2.0,4,605000,332.4175824175824
Bellevue,2120,2.5,4,550000,259.4339622641509
Seattle,2730,2.75,4,905000,331.5018315018315
Renton,2430,2.5,3,384200,158.10699588477365
Seattle,1170,1.0,3,370000,316.2393162393162
Seattle,2090,1.0,3,717500,343.30143540669854
Seattle,3910,3.25,4,2000000,511.5089514066496
Seattle,1140,1.0,2,365500,320.6140350877193
Seattle,1460,1.5,2,580000,397.26027397260276
Enumclaw,2700,1.5,4,415000,153.7037037037037
Seattle,670,1.0,2,272000,405.97014925373134
Seattle,1880,1.75,3,600000,319.1489361702128
Seattle,1980,3.0,4,744000,375.75757575757575
Kirkland,2080,3.0,3,830000,399.03846153846155
Seattle,1380,3.25,3,322000,233.33333333333334
Auburn,1808,2.5,3,270000,149.3362831858407
Seattle,1350,1.0,3,272450,201.8148148148148
Seattle,1760,3.0,3,605000,343.75
Bothell,1950,1.75,3,510000,261.53846153846155
Seattle,3170,3.5,4,1130000,356.4668769716088
Seattle,3000,2.5,4,1690000,563.3333333333334
Black Diamond,1460,1.0,4,162000,110.95890410958904
Seattle,1350,1.75,3,337500,250.0
Renton,1470,2.25,3,312000,212.24489795918367
Black Diamond,3350,3.0,4,740000,220.8955223880597
Black Diamond,3350,3.0,4,700000,208.955223880597
Seattle,1360,1.0,4,328000,241.1764705882353
Kent,1020,1.0,3,241000,236.27450980392157
Kent,1840,2.25,3,265000,144.02173913043478
Auburn,2030,1.75,5,246000,121.18226600985221
Seattle,1490,1.75,4,271000,181.8791946308725
Seattle,2060,1.0,2,270000,131.06796116504853
Seattle,2240,2.0,4,395000,176.33928571428572
Seattle,1460,2.0,3,340000,232.87671232876713
Seattle,2140,1.75,3,340000,158.8785046728972
Seattle,1420,2.25,2,335000,235.91549295774647
Seattle,1060,1.0,2,435000,410.37735849056605
Seattle,1760,1.75,4,527950,299.97159090909093
Vashon,2320,2.25,2,600000,258.62068965517244
Seattle,1770,1.75,3,667000,376.8361581920904
Bellevue,4590,5.25,10,1150000,250.5446623093682
Renton,2040,2.5,3,417000,204.41176470588235
Issaquah,1260,1.75,4,451000,357.93650793650795
Seattle,1650,1.0,2,580000,351.5151515151515
Woodinville,2380,2.25,4,570000,239.49579831932772
Kirkland,2750,3.25,5,750000,272.72727272727275
Bellevue,2810,2.5,3,685000,243.77224199288256
Redmond,1340,2.0,3,275000,205.22388059701493
Sammamish,2420,2.5,3,739888,305.73884297520664
Redmond,2160,2.5,2,715000,331.01851851851853
Seattle,2450,2.0,4,800000,326.53061224489795
Seattle,1870,1.5,3,350000,187.1657754010695
Enumclaw,1000,1.0,3,220000,220.0
Snoqualmie,2240,2.5,3,452500,202.00892857142858
Kent,2200,2.5,4,280000,127.27272727272727
Seattle,790,1.0,1,248000,313.9240506329114
Seattle,890,1.0,2,305000,342.69662921348316
Seattle,1270,1.0,3,435010,342.5275590551181
Seattle,1850,1.75,3,678100,366.5405405405405
Seattle,1352,2.25,3,325000,240.3846153846154
Redmond,1540,2.0,3,529950,344.1233766233766
Seattle,1640,1.75,3,440000,268.2926829268293
Seattle,1350,1.0,3,585000,433.3333333333333
Issaquah,2010,2.5,3,462608,230.15323383084578
Seattle,2080,1.75,3,350500,168.5096153846154
Federal Way,1040,1.0,3,210000,201.92307692307693
Issaquah,1890,2.5,3,510000,269.8412698412698
Renton,1810,2.25,3,280000,154.6961325966851
Seattle,1930,1.75,3,385000,199.4818652849741
Seattle,1010,1.0,3,349000,345.54455445544556
Kent,1740,2.25,3,252000,144.82758620689654
Seattle,2910,2.5,4,1100000,378.0068728522337
Kirkland,1330,2.25,3,375000,281.9548872180451
Kent,2210,2.25,4,336000,152.03619909502262
Seattle,2670,3.75,3,732000,274.1573033707865
Seattle,1000,1.0,2,200000,200.0
Renton,3150,2.5,4,681716,216.4177777777778
Black Diamond,1520,1.75,3,235000,154.60526315789474
Seattle,1690,1.0,3,257500,152.36686390532543
Kenmore,1070,1.0,3,315000,294.39252336448595
Seattle,910,1.0,3,299950,329.61538461538464
Kirkland,2130,2.25,4,530000,248.8262910798122
Seattle,2230,1.75,2,766500,343.7219730941704
Bellevue,3560,2.5,4,860000,241.57303370786516
Seattle,2590,2.5,3,690000,266.4092664092664
Seattle,2040,1.75,4,551000,270.0980392156863
Kirkland,2100,2.75,3,530000,252.38095238095238
Seattle,1340,1.0,3,568000,423.8805970149254
Bellevue,2770,2.5,3,749950,270.74007220216606
Sammamish,2400,2.5,3,535000,222.91666666666666
Renton,1140,1.0,3,234300,205.52631578947367
Seattle,930,1.0,2,190000,204.30107526881721
Bellevue,1820,1.75,4,525000,288.46153846153845
Seattle,1390,1.0,4,610000,438.84892086330933
Seattle,1480,2.5,3,520000,351.35135135135135
Seattle,760,1.0,2,375000,493.42105263157896
Bellevue,1580,1.75,3,600000,379.746835443038
Kirkland,1870,2.5,4,664000,355.0802139037433
Seattle,1510,1.0,2,698000,462.25165562913907
Seattle,1250,2.0,3,418000,334.4
Auburn,2140,1.75,3,271675,126.95093457943925
Kirkland,1540,1.0,3,450000,292.2077922077922
Sammamish,2950,2.25,3,759000,257.2881355932203
Seattle,2020,3.0,6,599950,297.0049504950495
Seattle,2820,2.75,4,810000,287.2340425531915
Duvall,1660,1.75,3,331292,199.5734939759036
Seattle,1830,1.75,3,348000,190.1639344262295
Seattle,720,1.0,2,435000,604.1666666666666
Seattle,2160,2.5,3,530000,245.37037037037038
Auburn,1510,1.75,3,227000,150.33112582781456
Seattle,1870,1.5,3,285000,152.40641711229947
Bellevue,2860,2.25,4,740000,258.7412587412587
Seattle,990,1.0,3,246000,248.4848484848485
Seattle,1910,1.0,3,260000,136.12565445026178
Sammamish,1350,2.0,3,366000,271.1111111111111
Seattle,2557,3.25,4,594950,232.67500977708252
Seattle,2610,2.75,3,608000,232.95019157088123
Renton,1720,2.0,3,313100,182.03488372093022
Federal Way,1170,1.75,3,185000,158.1196581196581
Seattle,1140,1.0,2,455000,399.12280701754383
Federal Way,2350,2.5,3,235000,100.0
Renton,1020,1.0,3,230000,225.49019607843138
Seattle,2730,2.25,4,770000,282.05128205128204
Kent,1830,2.25,4,240000,131.14754098360655
Redmond,1690,2.5,3,461000,272.7810650887574
Mercer Island,2900,2.5,4,1580000,544.8275862068965
Issaquah,6380,4.5,4,1820000,285.26645768025077
Redmond,1690,2.5,3,452000,267.4556213017751
Issaquah,2660,2.5,4,765000,287.593984962406
Sammamish,4550,4.0,4,1050000,230.76923076923077
Kirkland,1530,3.0,3,546000,356.8627450980392
Seattle,2070,2.5,3,781000,377.29468599033817
Bellevue,1880,1.75,4,538000,286.17021276595744
Kirkland,2240,2.5,4,790000,352.67857142857144
Seattle,2540,2.75,4,696500,274.21259842519686
Federal Way,1370,2.0,3,276000,201.45985401459853
Seattle,770,1.0,2,269000,349.35064935064935
Seattle,7880,4.75,5,2420000,307.10659898477155
Sammamish,2970,2.75,4,829000,279.1245791245791
Seattle,740,1.0,2,122000,164.86486486486487
Seattle,1360,1.5,3,352500,259.19117647058823
Renton,1280,2.0,4,249000,194.53125
Seattle,1920,2.0,4,360000,187.5
Sammamish,2020,2.0,3,629500,311.63366336633663
