location,total_sqft,bath,bhk,floors,zipcode,price
Seattle,2460,2.5,3,1.5,98109,931000
Seattle,1470,1,3,1,98155,385000
Sammamish,3400,2.5,3,2,98075,815000
Kirkland,1910,2.25,3,1,98034,531000
Seattle,1400,1,4,1,98144,386500
Sammamish,1520,1.75,3,1,98074,475580
Seattle,930,1,2,1,98133,358000
Seattle,2340,1,5,2,98116,677500
Renton,2920,2.5,3,3,98056,868500
Bellevue,1270,1.75,3,1,98005,599380
Sammamish,2450,2.25,4,1,98074,712000
Seattle,1380,1.75,5,1,98106,350000
Seattle,2520,2,4,1,98103,875000
Renton,2290,2.25,3,2,98058,365000
Seattle,1660,2,4,1,98126,452000
Bellevue,2800,2.75,3,1,98004,915000
Redmond,1690,2.5,3,2,98053,482500
Seattle,1180,1,3,1.5,98133,425000
Seattle,1390,1.75,2,1,98105,460000
Seattle,2320,2,4,1.5,98118,666570
Kent,2270,2.25,3,1,98042,390000
Bellevue,2640,1.75,4,1,98008,650000
Enumclaw,1680,2,3,1,98022,305000
Seattle,990,1,3,1,98146,250000
Renton,2770,2.5,4,2,98058,438800
Seattle,950,1,2,1,98118,290000
Renton,2160,2,4,2,98055,324950
Seattle,1650,2.5,3,2,98107,453000
Seattle,1800,1,3,1.5,98117,556000
North Bend,1660,2,3,1,98045,315000
Bothell,1870,2.5,3,2,98011,445830
Seattle,3220,3.5,3,2,98116,1260000
Maple Valley,1850,3,3,1,98038,287200
Seattle,1580,1.5,4,1.5,98115,525000
Kirkland,4590,4.25,4,2,98033,1140000
Renton,2700,1.75,3,1,98059,381000
Seattle,1020,1.75,3,1.5,98155,360000
Seattle,2950,3.5,5,3,98144,619000
Maple Valley,1780,1.75,2,1,98038,535000
Seattle,710,1,2,1,98117,402000
Renton,4300,3.5,4,2,98058,600000
Seattle,2080,2.5,3,1,98166,549950
Seattle,2360,2,4,1,98178,300000
Renton,2210,2,6,2,98059,360000
Seattle,4340,3.25,7,2,98106,419000
Seattle,1320,3,3,3,98117,510000
Enumclaw,1980,2.5,3,2,98022,319950
Maple Valley,3960,5,5,2,98038,1180000
Renton,2130,2.5,4,2,98058,381000
Kent,1720,2.5,3,2,98031,256900
Kent,1790,1,5,1,98030,346000
Redmond,1390,2.25,2,3,98052,465000
Issaquah,1900,2,3,1,98027,545000
Seattle,1640,1.75,2,1,98115,516000
Seattle,2700,2.5,4,1,98136,550000
Kent,2200,2.25,4,2,98042,339950
Seattle,1310,1,3,1,98133,417000
Seattle,2480,2.5,4,1,98105,906000
Mercer Island,3010,2.25,4,2,98040,980000
Renton,2450,2.5,4,2,98056,555000
Kirkland,1250,1.75,2,1,98033,468000
Enumclaw,2610,1.75,3,1,98022,378000
Renton,2010,2.5,4,1.5,98059,430000
Issaquah,3120,2.5,4,2,98027,730100
Seattle,1370,1.5,4,1.5,98198,219000
Sammamish,2420,2.5,3,1,98074,570000
Kent,1500,2.75,4,1,98032,262500
Duvall,2630,2.5,5,2,98019,525000
Seattle,950,1,2,1,98117,520000
Renton,2680,3,3,1,98055,417400
Issaquah,3680,3.25,4,2,98027,788000
Renton,1270,1,3,1,98056,320000
Seattle,2330,1,6,1.5,98117,950000
Seattle,960,1,3,1,98155,255000
Federal Way,1990,2.5,4,2,98023,260000
Seattle,1450,1,3,1,98126,394000
Woodinville,2280,2.5,4,2,98072,575000
Seattle,1830,2.25,4,2,98112,1250000
Bothell,1650,2.25,3,1,98011,385000
Auburn,2720,2.75,5,1,98092,456000
Seattle,1710,2.5,4,1,98115,637000
Bellevue,1420,1.5,5,1,98008,485000
Seattle,1440,1.75,3,1,98125,315275
Renton,1280,1.5,2,1,98058,252500
Issaquah,1320,1,2,1,98027,240000
Seattle,2560,2.5,4,1,98115,790000
Seattle,1480,1,3,1,98133,310000
Seattle,2960,2.5,4,2,98146,1250000
Seattle,1160,1,2,1,98126,425000
Woodinville,2110,2.5,3,2,98072,548000
Issaquah,1650,2.5,3,1,98027,379880
Sammamish,1950,2.5,3,2,98074,530000
Issaquah,2600,2.25,3,1.5,98027,695000
Seattle,1270,1,3,1.5,98126,435000
Redmond,1300,1.75,3,1,98053,540000
Woodinville,1790,2.25,3,1,98072,425000
Seattle,1930,2.5,3,2,98125,490000
Seattle,1200,1,4,1.5,98106,220000
Kirkland,2050,2.5,4,2,98034,540000
Seattle,1710,1,3,1,98105,670000
Bellevue,2130,1.75,3,1,98004,667500
Seattle,1700,3.5,3,2,98116,585000
Carnation,1390,1.5,3,1,98014,225000
Bellevue,1230,1,3,1,98006,375000
Seattle,1490,2,3,1,98177,335000
Seattle,2440,3.25,5,2,98155,680000
Seattle,970,1,3,1,98112,600000
Seattle,1700,2,4,1,98168,161000
Seattle,1700,2,4,1,98168,220000
Duvall,1720,1.75,3,1.5,98019,420000
Seattle,1400,1,3,1.5,98119,710000
Seattle,2570,2.5,4,1,98117,626000
Seattle,1200,1.5,3,1,98146,279500
Mercer Island,4390,3.5,4,2,98040,1610000
Seattle,1080,1,2,1,98106,325000
Renton,1860,2.25,4,1,98058,380000
Bothell,2150,2.75,4,1,98011,470000
Renton,2250,3,4,2,98058,363000
Federal Way,2050,2.25,4,2,98023,245000
Seattle,1010,1,3,1,98102,525000
Bellevue,5850,3.5,5,2,98004,1700000
Seattle,1900,2.25,4,1,98199,658500
Seattle,1020,1,2,1,98136,680000
Woodinville,3390,2,4,2,98077,835000
Seattle,1990,2.5,4,2,98107,595000
Maple Valley,3190,2.5,4,2,98038,419000
Kent,1210,1,2,1,98042,198900
Woodinville,3740,3.25,4,1,98077,1090000
Sammamish,2150,3.5,3,2,98074,500000
Seattle,2440,1.75,4,1,98177,575000
Seattle,1230,1.5,2,3,98125,324950
Seattle,2740,2.5,3,2,98168,259000
Bothell,2260,2,2,1,98011,551000
Seattle,1000,1.5,2,1,98103,488000
Redmond,2350,2.25,4,2,98053,635000
Kent,2300,2.5,3,2,98031,395000
Seattle,1440,1,3,1.5,98155,370000
Seattle,2780,3,4,1.5,98116,675000
Seattle,1200,1,3,1,98133,402000
Kirkland,3040,2.75,3,2,98034,825000
Maple Valley,2660,2.75,3,1,98038,579000
Seattle,1510,2,5,2,98122,455000
Auburn,1780,2.5,3,2,98092,265000
Bellevue,2920,2.75,5,1,98006,713500
Renton,1550,1,3,1,98056,240000
Enumclaw,2710,3,4,2.5,98022,570000
Issaquah,1140,1,3,1,98027,243800
Seattle,940,1,2,1,98103,543000
Seattle,2160,2.25,3,2,98112,1010000
Sammamish,2470,2.25,4,2,98075,625000
Maple Valley,2800,2.5,4,2,98038,459950
Maple Valley,2420,2.75,4,1,98038,370000
Seattle,1460,2,4,1,98178,150000
Seattle,1820,1.5,3,1.5,98119,683500
Seattle,1520,2.5,3,2,98119,499950
Seattle,1320,1,2,1,98108,255000
Kent,1920,2.5,3,2,98031,279000
Seattle,2640,3,5,2,98115,910000
Seattle,2650,2.5,4,2,98125,699000
Medina,3640,3.25,4,1,98039,1650000
Kent,1420,1,3,1,98030,248000
Auburn,1540,1,3,1,98001,429000
Seattle,1550,1,4,1.5,98166,685000
Seattle,730,1,2,1,98126,316000
Seattle,2020,1,2,1,98118,410000
North Bend,1200,1,3,1,98045,299000
Seattle,1240,1,2,1,98126,559000
Issaquah,2680,2.25,3,2,98027,575000
Seattle,1640,2.5,3,2,98122,602000
Seattle,1640,2,4,2,98107,492000
Maple Valley,1610,2.5,3,2,98038,293500
Renton,2290,2.75,3,1,98056,481000
Renton,2130,2.25,4,1,98055,311100
Carnation,2140,1.75,3,1.5,98014,375000
North Bend,4020,3,3,1.5,98045,1080000
Redmond,2030,2.5,5,1,98052,500000
Seattle,1380,1,3,1,98136,553000
Seattle,1780,2,3,1,98103,760000
Seattle,1440,1.5,4,1,98136,589500
Seattle,2790,2.75,5,1,98115,840000
Seattle,4190,3,4,2.5,98112,2550000
Bellevue,3870,2.5,3,2,98008,1280000
Renton,1850,2.5,3,1,98058,260000
Seattle,1550,2.25,3,3,98103,430000
Seattle,1920,2.5,3,3,98103,781000
Seattle,790,1,2,1,98106,280000
Seattle,3740,2.25,5,1.5,98198,392000
Bellevue,1340,1.5,3,1,98008,466200
Seattle,1620,1.75,3,1,98117,641000
Seattle,1680,1,3,1,98117,350000
Issaquah,1610,2,3,2,98029,450000
Medina,4460,3.5,4,1,98039,1800000
Renton,1200,1.5,3,2,98055,185000
Renton,1250,1,2,1,98056,290000
Sammamish,3630,2.5,3,2,98074,964000
Mercer Island,4260,3,4,2,98040,2000000
Sammamish,2180,2.5,3,1,98075,545000
Kirkland,1760,2.25,3,1,98033,609950
Seattle,1820,2,4,1,98103,605000
Bellevue,2120,2.5,4,1,98006,550000
Seattle,2730,2.75,4,2,98199,905000
Renton,2430,2.5,3,2,98058,384200
Seattle,1170,1,3,1,98126,370000
Seattle,2090,1,3,1.5,98199,717500
Seattle,3910,3.25,4,2,98199,2000000
Seattle,1140,1,2,1,98177,365500
Seattle,1460,1.5,2,1.5,98115,580000
Enumclaw,2700,1.5,4,1.5,98022,415000
Seattle,670,1,2,1,98126,272000
Seattle,1880,1.75,3,1,98115,600000
Seattle,1980,3,4,2.5,98136,744000
Kirkland,2080,3,3,1.5,98034,830000
Seattle,1380,3.25,3,3,98133,322000
Auburn,1808,2.5,3,1,98001,270000
Seattle,1350,1,3,1.5,98188,272450
Seattle,1760,3,3,2,98107,605000
Bothell,1950,1.75,3,1,98011,510000
Seattle,3170,3.5,4,2,98112,1130000
Seattle,3000,2.5,4,2,98105,1690000
Black Diamond,1460,1,4,1,98010,162000
Seattle,1350,1.75,3,1,98198,337500
Renton,1470,2.25,3,1,98055,312000
Black Diamond,3350,3,4,2,98010,740000
Black Diamond,3350,3,4,2,98010,700000
Seattle,1360,1,4,1,98133,328000
Kent,1020,1,3,1,98032,241000
Kent,1840,2.25,3,1,98031,265000
Auburn,2030,1.75,5,1,98002,246000
Seattle,1490,1.75,4,1,98146,271000
Seattle,2060,1,2,1,98168,270000
Seattle,2240,2,4,1.5,98125,395000
Seattle,1460,2,3,1,98118,340000
Seattle,2140,1.75,3,1,98146,340000
Seattle,1420,2.25,2,2,98106,335000
Seattle,1060,1,2,1.5,98105,435000
Seattle,1760,1.75,4,1,98103,527950
Vashon,2320,2.25,2,2,98070,600000
Seattle,1770,1.75,3,1,98117,667000
Bellevue,4590,5.25,10,1,98004,1150000
Renton,2040,2.5,3,2,98055,417000
Issaquah,1260,1.75,4,1,98027,451000
Seattle,1650,1,2,1,98199,580000
Woodinville,2380,2.25,4,2,98077,570000
Kirkland,2750,3.25,5,2,98033,750000
Bellevue,2810,2.5,3,2,98006,685000
Redmond,1340,2,3,1,98052,275000
Sammamish,2420,2.5,3,2,98075,739888
Redmond,2160,2.5,2,1,98053,715000
Seattle,2450,2,4,1,98102,800000
Seattle,1870,1.5,3,1,98108,350000
Enumclaw,1000,1,3,1,98022,220000
Snoqualmie,2240,2.5,3,2,98065,452500
Kent,2200,2.5,4,2,98042,280000
Seattle,790,1,1,1,98118,248000
Seattle,890,1,2,1,98115,305000
Seattle,1270,1,3,1,98106,435010
Seattle,1850,1.75,3,1.5,98116,678100
Seattle,1352,2.25,3,3,98125,325000
Redmond,1540,2,3,1,98052,529950
Seattle,1640,1.75,3,1,98155,440000
Seattle,1350,1,3,1.5,98116,585000
Issaquah,2010,2.5,3,2,98029,462608
Seattle,2080,1.75,3,1,98166,350500
Federal Way,1040,1,3,1,98003,210000
Issaquah,1890,2.5,3,2,98029,510000
Renton,1810,2.25,3,1,98056,280000
Seattle,1930,1.75,3,1,98155,385000
Seattle,1010,1,3,1,98155,349000
Kent,1740,2.25,3,1,98031,252000
Seattle,2910,2.5,4,2,98199,1100000
Kirkland,1330,2.25,3,2,98034,375000
Kent,2210,2.25,4,2,98032,336000
Seattle,2670,3.75,3,2.5,98126,732000
Seattle,1000,1,2,1,98168,200000
Renton,3150,2.5,4,2,98056,681716
Black Diamond,1520,1.75,3,1,98010,235000
Seattle,1690,1,3,1,98148,257500
Kenmore,1070,1,3,1,98028,315000
Seattle,910,1,3,1,98177,299950
Kirkland,2130,2.25,4,1,98034,530000
Seattle,2230,1.75,2,1,98105,766500
Bellevue,3560,2.5,4,1,98004,860000
Seattle,2590,2.5,3,2,98126,690000
Seattle,2040,1.75,4,1,98103,551000
Kirkland,2100,2.75,3,1,98034,530000
Seattle,1340,1,3,1.5,98125,568000
Bellevue,2770,2.5,3,2,98008,749950
Sammamish,2400,2.5,3,1,98074,535000
Renton,1140,1,3,1,98055,234300
Seattle,930,1,2,1,98178,190000
Bellevue,1820,1.75,4,1,98007,525000
Seattle,1390,1,4,1.5,98117,610000
Seattle,1480,2.5,3,3,98144,520000
Seattle,760,1,2,1,98199,375000
Bellevue,1580,1.75,3,1,98005,600000
Kirkland,1870,2.5,4,1,98033,664000
Seattle,1510,1,2,1,98103,698000
Seattle,1250,2,3,3,98107,418000
Auburn,2140,1.75,3,1,98092,271675
Kirkland,1540,1,3,1,98033,450000
Sammamish,2950,2.25,3,1.5,98075,759000
Seattle,2020,3,6,1,98105,599950
Seattle,2820,2.75,4,1.5,98199,810000
Duvall,1660,1.75,3,1,98019,331292
Seattle,1830,1.75,3,1,98144,348000
Seattle,720,1,2,1,98116,435000
Seattle,2160,2.5,3,2,98133,530000
Auburn,1510,1.75,3,2,98001,227000
Seattle,1870,1.5,3,1,98168,285000
Bellevue,2860,2.25,4,1,98005,740000
Seattle,990,1,3,1.5,98146,246000
Seattle,1910,1,3,1,98168,260000
Sammamish,1350,2,3,1,98074,366000
Seattle,2557,3.25,4,2,98118,594950
Seattle,2610,2.75,3,2,98107,608000
Renton,1720,2,3,1,98056,313100
Federal Way,1170,1.75,3,1,98023,185000
Seattle,1140,1,2,1,98118,455000
Federal Way,2350,2.5,3,1,98023,235000
Renton,1020,1,3,1,98058,230000
Seattle,2730,2.25,4,1,98116,770000
Kent,1830,2.25,4,2,98030,240000
Redmond,1690,2.5,3,2,98053,461000
Mercer Island,2900,2.5,4,1,98040,1580000
Issaquah,6380,4.5,4,2,98029,1820000
Redmond,1690,2.5,3,2,98053,452000
Issaquah,2660,2.5,4,2,98029,765000
Sammamish,4550,4,4,1,98075,1050000
Kirkland,1530,3,3,1,98033,546000
Seattle,2070,2.5,3,1.5,98115,781000
Bellevue,1880,1.75,4,1,98008,538000
Kirkland,2240,2.5,4,1,98033,790000
Seattle,2540,2.75,4,1.5,98103,696500
Federal Way,1370,2,3,1,98003,276000
Seattle,770,1,2,1,98155,269000
Seattle,7880,4.75,5,2,98177,2420000
Sammamish,2970,2.75,4,1,98075,829000
Seattle,740,1,2,1,98126,122000
Seattle,1360,1.5,3,1,98133,352500
Renton,1280,2,4,1,98058,249000
Seattle,1920,2,4,1,98155,360000
Sammamish,2020,2,3,1,98075,629500
Woodinville,3310,2.25,4,2,98072,1140000
Medina,2950,2.25,2,1,98039,1550000
Renton,1320,1.5,3,1,98056,275000
Sammamish,3160,2.5,4,2,98074,697000
Redmond,1640,1,2,1,98053,379500
Woodinville,2440,2.75,3,1,98072,720000
Renton,3000,2.5,4,2,98059,675000
Seattle,2810,2.5,5,2.5,98109,1170000
Seattle,2390,2,3,2,98115,1100000
Seattle,2080,1,4,1.5,98136,520000
Seattle,2650,1.75,3,1.5,98155,415000
Seattle,1060,2.5,3,2,98117,415000
Seattle,1940,2.25,3,1,98166,450000
Seattle,1080,1,2,1,98115,485000
Kent,1700,2.25,3,2,98042,294000
Renton,4440,3.5,4,2,98059,1040000
Seattle,1580,1,3,2,98102,690000
Renton,3630,2.75,5,2,98058,716500
Seattle,1290,2.25,2,3,98107,481000
Seattle,1960,2.75,4,1,98118,575000
Seattle,2090,2,3,1.5,98112,785000
Renton,1960,1.75,3,1,98059,480000
Bellevue,2120,2.25,3,2,98006,720000
Kent,2290,2.75,3,2,98042,536000
Maple Valley,1880,2.5,4,2,98038,324900
Seattle,770,1,2,1,98106,265000
Seattle,1530,2.5,3,1.5,98117,545000
Seattle,1450,1.5,2,1,98133,465000
Seattle,1690,2.25,3,2,98198,292500
Seattle,1880,1.75,4,1.5,98109,860000
Woodinville,4160,3.25,4,2,98072,1050000
Seattle,2140,2.5,4,2,98133,495000
Seattle,1320,2,2,3,98125,342000
Maple Valley,2000,2.5,4,2,98038,320000
Seattle,1460,2,3,2,98103,444000
Renton,3070,2.5,4,2,98059,804100
Sammamish,1660,2.5,3,1,98075,432000
Renton,1810,1.5,6,1.5,98055,230000
Renton,3510,3.5,4,2,98059,935000
Seattle,2180,3,3,1.5,98117,634950
Seattle,3300,4,6,1,98115,780000
Sammamish,2460,2.5,4,2,98074,611000
Seattle,1880,1.75,4,1.5,98107,475999
Bellevue,2290,2,3,1,98008,565000
Seattle,2290,2.5,4,2,98177,630000
Woodinville,3860,3.5,4,2,98077,840000
Enumclaw,2640,2.5,3,1.5,98022,790000
Renton,2850,2.5,5,1,98058,450000
Seattle,3020,3.25,4,1.5,98112,1270000
Seattle,1510,2,3,1,98136,520000
Seattle,2410,2,4,1,98144,446800
Seattle,1470,1,3,1,98199,652000
Kirkland,2890,2.75,3,2,98033,1170000
Sammamish,3490,3.25,4,2,98075,745000
Seattle,1270,2.25,3,2,98105,594000
Seattle,1000,1,2,1,98118,257000
Seattle,1430,1.75,4,2,98122,485000
Kirkland,1060,1,3,1,98034,330000
Redmond,1680,2,3,1,98053,381000
Vashon,2280,2,2,2,98070,849900
Seattle,2450,2.5,4,1.5,98115,793000
Seattle,3650,2.25,3,2,98144,920000
Seattle,830,1,2,1,98117,455000
Bellevue,3490,2.5,4,2,98006,975000
Seattle,1050,1.5,2,2,98122,375000
Seattle,1170,2.5,2,2,98122,400000
Bellevue,1220,1,3,1,98008,447000
Kirkland,1310,1.75,3,1,98033,470000
Sammamish,3130,2.5,4,2,98075,665000
Seattle,1590,1.75,3,1.5,98168,295500
Federal Way,1720,2.5,4,2,98003,200000
Duvall,2520,2.25,3,2,98019,620000
Sammamish,1520,2,3,1,98074,434900
Seattle,3260,2.25,4,2,98112,1330000
Kirkland,3910,3.25,4,2,98033,1650000
Redmond,3480,2.5,4,2,98052,852500
Woodinville,3040,2.5,3,2,98072,790000
Bellevue,2030,1.75,4,1,98008,565000
Kenmore,3870,3.25,6,2,98028,1130000
Renton,1870,2.5,3,2,98059,289950
Bellevue,2640,2,2,1,98006,850000
Seattle,1940,1.75,4,1,98122,505000
Kirkland,1710,2.5,3,2,98034,372000
Seattle,1690,2,4,1.5,98198,207000
Mercer Island,2340,1.75,3,1,98040,780000
Duvall,1700,1.75,4,1.5,98019,400000
Seattle,1850,1.5,3,1,98177,440250
Seattle,1370,2,2,1,98199,585000
Bellevue,2900,2.5,4,2,98006,850000
Seattle,2400,3,3,2,98103,570000
Woodinville,3740,3,4,2,98072,869000
Seattle,2170,2.75,4,2,98155,551000
Federal Way,970,1,3,1,98023,172380
Auburn,2620,2.5,3,1,98092,355000
Bellevue,2980,2.5,4,2,98006,728935
Kirkland,2340,2.5,3,2,98033,850000
Renton,1880,1.75,5,2,98059,515000
Enumclaw,1480,1,2,1,98022,215000
Federal Way,2240,2.5,4,1,98023,220000
Redmond,2940,2.5,4,2,98052,845000
Seattle,710,1,1,1,98103,390000
Seattle,1460,1,4,1.5,98146,135000
Seattle,1530,1,3,1,98166,439000
Renton,2630,2.5,4,2,98056,585000
Seattle,2230,1,5,1.5,98136,620000
Seattle,960,1,3,1,98117,477000
Seattle,1180,1.5,2,2,98116,399500
Seattle,1760,1,2,1,98198,500000
Seattle,1340,2.5,3,2,98125,432500
Bellevue,2800,2.25,4,1,98005,940000
Bellevue,4330,3.5,5,1,98004,3170000
Sammamish,3720,2.5,3,2,98074,1080000
Kent,1670,2,4,1,98042,229999
Seattle,1100,1,3,1,98188,233000
Snoqualmie,3240,2.5,3,2,98065,600000
Seattle,1680,1.5,4,1,98166,334000
Seattle,1030,1,3,1,98133,332500
Kent,1630,2.5,3,1,98031,249900
Seattle,2610,2,3,1,98146,310000
Seattle,1250,1,2,1,98126,200000
Renton,1480,1.75,4,1,98059,310000
Renton,1390,1,3,1,98056,230000
Seattle,1940,2.5,4,2,98108,420000
Issaquah,2960,2.5,4,2,98029,785000
Bellevue,4320,2.25,3,1,98004,1780000
Seattle,1500,1.5,5,1,98166,265000
Seattle,840,1,2,1,98155,295000
Woodinville,3560,2.5,4,2,98077,896000
Maple Valley,2390,2.75,4,1,98038,415000
Renton,1200,1.75,3,1,98056,250000
Seattle,2570,2.5,3,2,98102,1480000
Bellevue,2180,2.25,5,1,98007,635000
Woodinville,3450,2.5,3,2,98072,905000
Redmond,2020,2.5,3,2,98053,528000
Woodinville,2480,2.5,3,2,98072,530000
Issaquah,1140,1.5,3,2,98029,310000
Renton,1530,1,3,1,98059,252000
Seattle,1700,2,3,1,98133,334500
Seattle,2150,1,3,1,98115,370000
Seattle,1190,2,3,1.5,98108,311000
Seattle,1730,2.75,3,2,98106,260000
Federal Way,1400,1.75,3,1,98003,217500
Kent,2200,2.5,3,2,98042,290000
Kirkland,960,1.5,3,1,98033,500000
Seattle,1770,2,3,1,98118,423500
Sammamish,2970,2.5,4,2,98074,715000
Seattle,1590,2.5,3,2,98118,299000
Kirkland,3350,2.5,3,2,98034,635000
Sammamish,3370,2.5,4,2,98075,806000
Renton,1960,2.5,3,2,98056,289950
Renton,1360,1.75,3,1,98058,280000
Renton,2780,2.5,3,2,98058,479950
Maple Valley,3000,2.5,4,2,98038,394000
Woodinville,3600,2.5,4,2,98077,682000
Seattle,990,1,2,1,98103,409950
Seattle,2990,3.5,4,2,98144,1000000
Seattle,1200,1,4,1.5,98136,436000
Seattle,1530,1,3,1,98168,279000
Seattle,1440,1.75,1,1,98126,390000
Vashon,1940,1.75,3,1,98070,635000
Federal Way,2140,2.75,4,2,98023,304400
Seattle,2330,1.75,5,1.5,98115,780000
Vashon,2734,3.5,4,2,98070,520000
Seattle,1950,1.75,3,1,98125,580000
Renton,1440,1.75,3,1,98055,274000
Renton,1530,2.25,3,1,98058,315000
Kent,1910,1.75,4,1,98042,390000
Seattle,1750,2,5,1,98155,340000
Woodinville,1600,2.25,3,2,98072,502000
Renton,1750,1.75,3,1,98059,260000
Seattle,940,1,2,1,98116,399000
Seattle,880,1,2,1,98106,312500
Seattle,1650,1.75,3,1,98155,370000
Bellevue,3820,3.5,4,2,98004,1240000
Federal Way,1900,1.5,3,1,98023,230000
Seattle,3720,1.75,4,1,98199,1280000
Seattle,1410,1,3,1.5,98106,294350
Renton,960,1,3,1,98056,208950
Redmond,1930,1.75,2,1,98053,515000
Issaquah,3420,2.5,4,2,98027,965000
Seattle,3010,2.75,4,2,98122,925000
Seattle,1780,1,4,1.5,98115,654500
Renton,2080,2.5,4,1,98059,364000
Auburn,1250,1,2,1,98002,150000
Seattle,2257,3,5,1,98188,349950
Seattle,1670,1.5,3,1.5,98117,585000
Bellevue,2250,2.25,4,2,98007,801501
Fall City,1650,1.75,3,1,98024,610000
Kent,2880,2.25,5,2,98042,382000
Enumclaw,3620,3,4,2,98022,495000
Seattle,1950,1.75,3,1,98115,447500
Bellevue,2280,2.5,4,1,98008,575000
Seattle,1740,1.75,2,1.5,98144,565000
Kirkland,1220,1,3,1,98034,348580
Redmond,2260,1.75,4,1,98052,459000
Duvall,1790,2,4,2,98019,375000
Kent,2440,2.5,4,2,98030,310000
Federal Way,1400,1.5,3,1,98003,210000
Snoqualmie,1810,2.75,3,2,98065,384205
Renton,1400,1,2,1,98055,180000
Renton,1400,1,2,1,98055,310000
Kenmore,2010,2.5,4,2,98028,427500
Seattle,2520,3,3,1.5,98119,780000
Medina,3060,2.25,3,2,98039,1760000
Maple Valley,2150,2.5,4,2,98038,339950
Bellevue,2880,2.25,3,2,98006,820000
Redmond,1300,2,2,1,98053,398000
Issaquah,2770,1.75,3,1,98027,492000
Kent,1780,1.5,4,1,98032,240000
Kent,3730,3.5,4,2,98042,599950
Seattle,930,1,2,1,98148,105500
Seattle,930,1,2,1,98148,445000
Enumclaw,1460,1.75,2,1,98022,390500
Kent,1310,2,3,1,98042,255000
Issaquah,2770,2.5,4,2,98029,675750
Seattle,3140,3.25,3,2,98109,1640000
Maple Valley,1770,2.5,4,2,98038,353500
Bellevue,1220,1,3,1,98004,765000
Snoqualmie,2190,2.5,4,2,98065,563500
Seattle,1800,2,4,1,98118,439000
Mercer Island,3100,2.75,5,1,98040,975000
Snoqualmie,2270,2.5,3,2,98065,469900
Seattle,1300,1,3,2,98155,252000
Seattle,1769,2,3,1,98166,495000
Seattle,3370,2.5,6,1,98166,570000
Seattle,1630,2.5,4,2,98144,327000
Seattle,2470,2.25,2,1,98199,898000
Auburn,2600,2.5,4,2,98001,300000
Sammamish,1800,2,3,1,98074,418500
Renton,2240,2.5,4,2,98056,450000
Seattle,1960,2,3,1,98166,403000
Seattle,1710,1,3,1.5,98133,440000
Seattle,2140,1.75,4,1,98118,350000
Seattle,1400,2,3,1,98133,240000
Seattle,890,1,2,1,98107,460000
Seattle,1820,1,4,2,98102,825000
Auburn,1860,2.25,3,1,98092,267500
Auburn,1220,1,3,1,98001,201000
Snoqualmie,2300,2.75,3,2,98065,479500
Auburn,1520,1,2,2,98092,210000
Seattle,1440,1,2,1,98103,445000
Seattle,1170,1.75,3,1,98155,265000
Seattle,1170,1.75,3,1,98155,399000
Woodinville,3200,2.25,4,2,98077,785000
Woodinville,4470,2.5,5,2.5,98072,831500
Kent,2570,2.5,4,2,98042,360000
Renton,2370,2.5,3,2,98056,655000
Kirkland,1800,1.5,4,1.5,98034,449950
Redmond,2300,2.5,5,1,98052,612000
Renton,3240,2.5,3,2,98059,575000
Bothell,2280,2.5,3,1,98011,557000
Renton,1870,1.75,4,1,98056,375000
Auburn,1820,2.25,3,1,98092,369000
Seattle,2390,2.75,5,1,98118,330000
Seattle,2110,1.75,4,1,98105,1030000
Seattle,980,1,2,1,98103,550000
Seattle,1250,1.75,3,1,98155,338000
Bellevue,3680,2.5,4,2,98004,1900000
Seattle,2230,1,3,1,98118,235000
Seattle,1230,1,1,1.5,98133,349950
Renton,2093,2.5,5,1.5,98058,300000
Renton,1660,1.75,3,1,98056,431000
Kent,1630,2.5,5,1,98042,280000
Federal Way,1677,2.5,4,2,98023,295000
Maple Valley,2990,2.5,4,2,98038,445000
Snoqualmie,2150,1,5,1.5,98065,550000
Fall City,2890,2.5,4,2,98024,515000
Renton,3050,2.5,3,1,98055,555000
Seattle,1410,2.5,3,2,98146,265000
Seattle,2280,2.5,4,2,98103,597000
Seattle,1260,1,2,1,98199,661000
Redmond,1460,2,3,2,98053,362764
Seattle,1600,2.5,4,1,98125,427000
Bothell,2020,1.75,3,1,98011,405000
Seattle,1170,1.5,3,1,98198,157000
Seattle,1170,1.5,3,1,98198,246500
Sammamish,1280,1.5,2,1,98074,386500
Federal Way,2680,2.5,4,2,98023,300000
Federal Way,1770,1.75,3,1,98023,240000
Bellevue,4790,3.5,5,2,98006,818500
Enumclaw,1300,1.75,3,1,98022,249000
Issaquah,2610,2.25,4,1,98027,580000
Bellevue,4500,2.5,4,1,98006,2340000
Kent,2100,2.5,4,2,98042,333000
Enumclaw,1340,2,2,1,98022,230000
Seattle,970,1,3,1,98118,360500
Kent,2200,1.75,3,1,98032,265000
Seattle,990,1,2,1,98116,490000
Seattle,1180,1.75,2,1,98107,600000
Kirkland,980,1,3,1,98034,307500
